Company;Position;Requirement;Description;Quota;Available;Address;
PT. Bounche Indonesia;Data Analyst;Relevant educational background, Eagerness to learn new things, Having a glance of background in the realm is a plus, Communication skill and commitment ;Collect, analyze, and interpret data from various digital channels, including website analytics, social media platforms, and online advertising campaigns also collaborate with cross-functional teams to present findings and contribute to data-driven decision-making processes;1;1;Thamrin City Office Park Blok AA03-05;
Swancity Indonesia;Field Engineer;- Able to operate Microsoft Office (Word, Excel, Power Point)  - Good communication skills in English (written and spoken), Mandarin will be advantage  - High initiatives, organized, discipline, willing to learn.;1. Support QAQC Inspector team at our residential project in Cikupa Area  2. Learn about QAQC system at our residential project  3. Supporting random checking / inspection to our handover unit based on project quality plan & acceptance criteria;1;1;Jl. Suvarna Sutera Boulevard no. 19, Pasar Kemis, Cikupa, Tangerang;
Swancity Indonesia;Field Engineer;- Proficient to operate Microsoft Office (Word, Excel, Power Point)  - Good communication skills and negotiation in field.  - Fluent in English (written and spoken), Mandarin will be plus  - High initiatives, organized, discipline, willing to learn.  - Able to drive (motorcycle / car) due to daily operation in project site.;1. Support QAQC Inspector team at our residential project in Cikupa Area  2. Learn about QAQC system at our residential project  3. Supporting random checking / inspection to our handover unit based on project quality plan & acceptance criteria;1;1;Jl. Suvarna Sutera Boulevard no. 19, Pasar Kemis, Cikupa, Tangerang;
PT. Charoen Pokphand Indonesia Tbk;Web Developer;- Active students from Computer Science or Information Systems major with min. GPA 3.00  - Systematic and detail;- Develop web based on user requirements  - Write well-designed, testable, efficient code by using best software development practices  - Support and improve sustainability of web  - Providing technical supports including analysis, development, testing and bug fixing  - Research and implement new technologies to maximize development efficiency;4;3;Maspion Plaza, Jl. Gunung Sahari Raya, Sawah Besar, Jakarta, 10720;
PT. Charoen Pokphand Indonesia Tbk;Mobile Programmer;- Active students from Mobile Application & Technology or Computer Science with min. GPA 3.00  - Systematic & Detail;- Develop mobile applications based on user requirements  - Write well-designed, testable, efficient code by using best software development practices  - Support and improve sustainability of mobile applications  - Providing technical supports including analysis, development, testing and bug fixing  - Research and implement new technologies to maximize development efficiency;4;2;Maspion Plaza, Jl. Gunung Sahari Raya, Sawah Besar, Jakarta, 10720;
PT. Charoen Pokphand Indonesia Tbk;Systems Analyst;- Active students from Accounting & Information Systems major with min. GPA 3.00  - Systematic and detail;We are looking for ERP Systems Analyst for Finance Accounting (FICO)   - Meet with clients or users to determine their computing needs based on their organization’s operations   - Assessing a current system by running stress tests trying to overload the system, to understand its current limitations and traffic capacity   - Communicate with other IT professionals (programmer) about how to test the new system and configure updates according to schedule;2;2;Maspion Plaza, Jl. Gunung Sahari Raya, Sawah Besar, Jakarta, 10720;
PT. Charoen Pokphand Indonesia Tbk;Systems Analyst;- Active students from Information Systems and related major (for ERP Operations System Analyst) or Accounting Information Systems/Accounting & Information Systems major (for ERP FICO System Analyst) with min GPA 3.00  - Communicative and pro-active   - Systematic and detail;We are looking for ERP Systems Analyst for Finance Accounting (FICO) and Operational (Logistics)    - Meet with clients or users to determine their computing needs based on their organization’s operations  - Assessing a current system by running stress tests trying to overload the system, to understand its current limitations and traffic capacity  - Communicate with other IT professionals (programmer) about how to test the new system and configure updates according to schedule;3;2;Maspion Plaza, Jl. Gunung Sahari Raya, Sawah Besar, Jakarta;
PT. Chorus Digital Indonesia;Mobile Programmer;Qualifications:  • Strong programming fundamentals  • Having done Android/iOS development is a plus  • Music theory knowledge is a big plus  • Detail-oriented and self-motivated  • Efficient and productive    What you'll end up with at the end of the internship:  • Sound proficiency in Android/iOS development  • Able to comfortably write in Kotlin/Swift  • Decent understanding about Clean Architecture/MVVM  • Considerable experience in using Git  • Familiarity in APIs and writing unit tests;"Posistion : iOS/Android Developer    We're hiring! If you code and music runs in your blood, look no further.    Have you ever asked, ""What if I could play this song I just heard on my guitar, without spending the next 30 minutes learning and memorizing the chords?"" Chord Genius solves exactly this - we provide lyrics and chords that move along, just like karaoke.    Job Description:  Mainly you will design, develop, and maintain Android/iOS app. You have to be able to translate wireframes and/or mockups, combined with specific feature description, into high performing code, and work together in the team to connect interfaces between services.      Apply now, and make your internship count.";2;2;Jl. Mangga 1 No 9, Green Town House, Duri Kepa, Jakarta Barat;
PT. Chorus Digital Indonesia;Application Developer;Qualifications:   • Strong programming fundamentals   • Having done Android/iOS development is a plus   • Music theory knowledge is a big plus   • Detail-oriented and self-motivated   • Efficient and productive    What you'll end up with at the end of the internship:   • Sound proficiency in Android/iOS development   • Able to comfortably write in Kotlin/Swift   • Decent understanding about Clean Architecture/MVVM   • Considerable experience in using Git   • Familiarity in APIs and writing unit tests;"We're hiring!   If you code and music runs in your blood, look no further. Have you ever asked, ""What if I could play this song I just heard on my guitar, without spending the next 30 minutes learning and memorizing the chords?"" Chord Genius solves exactly this - we provide lyrics and chords that move along, just like karaoke.     Job Description:   Mainly you will design, develop, and maintain Android/iOS app. You have to be able to translate wireframes and/or mockups, combined with specific feature description, into high performing code, and work together in the team to connect interfaces between services.       Apply now, and make your internship count.";2;2;Jl. Mangga 1 No 9, Green Town House, Duri Kepa, Jakarta Barat;
PT. Chorus Digital Indonesia;Full Stack Developer;Qualifications:  • Strong programming fundamentals  • Having done web development is a plus  • Music theory knowledge is a big plus  • Detail-oriented and self-motivated  • Efficient and productive    What you'll end up with at the end of the internship:  • Sound proficiency in web development, and decent knowledge in multiple programming languages and frameworks (e.g. Go, Typescript, React, Rails, Bash)  • You may learn about DevOps too  • Decent understanding about programming architectures  • Considerable experience in using Git  • Familiarity in writing APIs and unit tests;"We're hiring! If you code and music runs in your blood, look no further.    Have you ever asked, ""What if I could play this song I just heard on my guitar, without spending the next 30 minutes learning and memorizing the chords?"" Chord Genius solves exactly this - we provide lyrics and chords that move along, just like karaoke.    Job Description:  Mainly you will design, develop, and maintain our web frontend and backend development. This includes web app, landing page, and microservices that we have. You have to be able to translate features into high performing code, and work together in the team to connect interfaces between services.      Apply now, and make your internship count.";2;2;Jl. Mangga 1 No 9, Green Town House, Duri Kepa, Jakarta Barat;
PT. Chorus Digital Indonesia;Mobile Programming (Android) Dev.;Qualifications:   • Strong programming fundamentals   • Having done Android/iOS development is a plus   • Music theory knowledge is a big plus   • Detail-oriented and self-motivated   • Efficient and productive     What you'll end up with at the end of the internship:   • Sound proficiency in Android/iOS development   • Able to comfortably write in Kotlin/Swift   • Decent understanding about Clean Architecture/MVVM   • Considerable experience in using Git   • Familiarity in APIs and writing unit tests ;"We're hiring!    If you code and music runs in your blood, look no further. Have you ever asked, ""What if I could play this song I just heard on my guitar, without spending the next 30 minutes learning and memorizing the chords?"" Chord Genius solves exactly this - we provide lyrics and chords that move along, just like karaoke.     Job Description:   Mainly you will design, develop, and maintain Android/iOS app. You have to be able to translate wireframes and/or mockups, combined with specific feature description, into high performing code, and work together in the team to connect interfaces between services.       Apply now, and make your internship count.";2;2;Jl. Mangga 1 No 9, Green Town House, Duri Kepa, Jakarta Barat;
Computrade Technology International (CTI Group);Cloud Computing Dev.;- Final year university student from Information Technology or related field  - Interest to pursue career as Cloud engineer.;Responsibility:  - Acquire the basic mastery of technical role in IT Business industry from performing technical demonstration and testing to ensure meet the customer expectations, and documentation. to delivering implementation, maintenance, configuration, migration, troubleshooting, and project documentation in 6 + 6 months program.;2;2;Centennial Tower 12th Floor Jl. Jend. Gatot Subroto Kav. 24-25 Jakarta 12930;
Computrade Technology International (CTI Group);Web Developer;Final year university student from Information System,  Interest to learn and pursue career in Web Developer.   ;Acquire the basic mastery of Web Developer in IT business industry in 6 + 6 months program;1;1;Graha BIP 7th Floor Jl. Jend. Gatot Subroto Kav. 23 Jakarta 12930;
Computrade Technology International (CTI Group);Data Engineer / Developer;Final year university student from Information Technology or related field;Acquire the basic mastery of technical role in IT Business industry from performing technical demonstration and testing to ensure meet the customer expectations, and documentation. to delivering implementation, maintenance, configuration, migration, troubleshooting, and project documentation in 6 + 6 months program.;1;1;Jl. Jend. Gatot Subroto Kav. 23 Jakarta, KARET SEMANGGI, SETIA BUDI, JAKARTA SELATAN, DKI JAKARTA 12930;
Computrade Technology International (CTI Group);Cyber Intelligence Officer;- Final year university student from Information Technology or related field;Responsibility:  - Acquire the basic mastery of techncial role in IT Business industry from monitoring 24/7 SOC operations  - Performing security threat and/or incident analysis, Communicate and advises on mitigation/remediation that customer should perform in 6 + 6 months program;10;5;Centennial Tower 12th Floor Jl. Jend. Gatot Subroto Kav. 24-25 Jakarta 12930;
Computrade Technology International (CTI Group);System Engineer;- Final year university student from Information Technology or related field   - interest to pursue career as IT Engineer (Network, Security, Infrastructure, Cloud, etc).;- Acquire the basic mastery of technical role in IT Business industry from performing technical demonstration and testing to ensure meet the customer expectations, and documentation to delivering implementation, maintenance, configuration, migration, troubleshooting, and project documentation in 6 + 6 months program.;1;1;Centennial Tower 12th Floor Jl. Jend. Gatot Subroto Kav. 24-25 Jakarta 12930;
Computrade Technology International (CTI Group);Technical Consultant;- Final year university student from Information Technology or related field  - interest to pursue career as Network engineer / Infrastructure engineer ;- Acquire the basic mastery of technical role in IT Business industry from performing technical demonstration and testing to ensure meet the customer expectations, and documentation. to delivering implementation, maintenance, configuration, migration, troubleshooting, and project documentation in 6 + 6 months program.  ;1;1;Jl. Jend. Gatot Subroto Kav. 23 Jakarta, KARET SEMANGGI, SETIA BUDI, JAKARTA SELATAN, DKI JAKARTA 12930;
